Time_minutes Average_cpu_utilization intermediate_powerdraw_kJ total_powerdraw_kJ cpu_demand cpu_usage cpu_idle_time overall_power_efficiency intermediate_power_efficiency hosts_up hosts_down servers_active servers_pending attemps_success attempts_failure attemps_error
455 8.821063862211362E-6 2838.409766669417 258285.98356610077 123.46666666659999 123.46666666659999 76865286 0.06663105147654992 0.04349853503057646 162 0 4 0 4 0 0
460 8.816300868770005E-6 2838.4096750003055 261124.3932411011 123.39999999999999 123.39999999999999 77710071 0.06637934683742876 0.043475049104737394 162 0 4 0 4 0 0
465 8.778196921196273E-6 2838.4089416691104 263962.80218277016 122.8666666666 122.8666666666 78554859 0.06613103508896684 0.04328716164287058 162 0 4 0 4 0 0
470 8.873456790123457E-6 2838.4107749938885 266801.21295776404 124.19999999999999 124.19999999999999 79399644 0.0658930037777371 0.043756880115517253 162 0 4 0 4 0 0
475 8.830589849101224E-6 2838.4099500027505 269639.6229077668 123.59999999989999 123.59999999989999 80244430 0.06565775883534192 0.04354550687781383 162 0 4 0 4 0 0
480 8.887745770454677E-6 2838.4110499963326 272478.0339577631 124.39999999989999 124.39999999989999 81089218 0.0654303507492797 0.043827337833983106 162 0 4 0 4 0 0
485 8.859167809785093E-6 2838.410500001833 275316.4444577649 124.0 124.0 81934003 0.06520617890692167 0.04368642238320353 162 0 4 0 4 0 0
490 8.963953665602138E-6 2838.412516659945 278154.8569744249 125.46666666670001 125.46666666670001 82778790 0.06499185452533533 0.044203112102373626 162 0 4 0 4 0 0
495 8.768670934313557E-6 2838.408758345861 280993.2657327707 122.7333333334 122.7333333334 83623576 0.06477213354514938 0.04324018976214169 162 0 4 0 4 0 0
500 8.88774577046182E-6 2838.4110499923618 283831.6767827631 124.4 124.4 84468362 0.06456267863067332 0.04382733783407966 162 0 4 0 4 0 0
505 8.887745770454677E-6 2838.4110499999997 286670.08783276315 124.39999999989999 124.39999999989999 85313149 0.06435737147467405 0.043827337833926484 162 0 4 0 4 0 0
510 8.811537875321503E-6 2838.4095833382225 289508.4974161014 123.3333333333 123.3333333333 86157934 0.06415240599991776 0.04345156317723851 162 0 4 0 4 0 0
515 8.859167809785093E-6 2838.4104999969445 292346.90791609837 124.0 124.0 87002720 0.06395370075892746 0.04368642238327877 162 0 4 0 4 0 0
520 8.963953665602138E-6 2838.4125166599442 295185.32043275825 125.4666666667 125.4666666667 87847507 0.06376378508841928 0.04420311210237364 162 0 4 0 4 0 0
525 8.892508763910323E-6 2838.4111416712494 298023.7315744295 124.46666666670001 124.46666666670001 88692293 0.06357413183139574 0.04385082373704831 162 0 4 0 4 0 0
530 8.963953665609282E-6 2838.4125166620834 300862.14409109164 125.4666666668 125.4666666668 89537078 0.06339138054167975 0.044203112102375555 162 0 4 0 4 0 0
535 9.044924554190958E-6 2838.414074994805 303700.55816608644 126.6000000001 126.6000000001 90381865 0.06321577669332072 0.04460237183693211 162 0 4 0 4 0 0
540 8.96871665905064E-6 2838.412608338223 306538.9707744246 125.5333333334 125.5333333334 91226651 0.06303994546330569 0.04422659798107885 162 0 4 0 4 0 0
545 8.797248894990285E-6 2838.4093083443336 309377.3800827689 123.1333333334 123.1333333334 92071437 0.06285958374890939 0.043381105385827755 162 0 4 0 4 0 0
550 8.749618960519547E-6 2838.4083916697214 312215.7884744386 122.46666666659999 122.46666666659999 92916224 0.06268036634412477 0.043146245982791 162 0 4 0 4 0 0
555 8.673411065386374E-6 2838.406925004889 315054.1953994435 121.39999999999998 121.39999999999998 93761010 0.06250099280548214 0.042770470622280794 162 0 4 0 4 0 0
560 8.85440481633659E-6 2838.4104083217226 317892.60580776527 123.9333333333 123.9333333333 94605797 0.0623327909215775 0.043662936469634255 162 0 4 0 4 0 0
565 8.93537570492541E-6 2838.4119666614724 320731.0177744267 125.0666666667 125.0666666667 95450583 0.06217109944140709 0.04406219679724746 162 0 4 0 4 0 0
570 8.854404816343736E-6 2838.4104083385278 323569.42818276526 123.9333333334 123.9333333334 96295368 0.06200874243903519 0.043662936469410975 162 0 4 0 4 0 0
575 8.792485901534637E-6 2838.4092166706378 326407.83739943587 123.06666666659999 123.06666666659999 97140156 0.0618465541784582 0.04335761945240341 162 0 4 0 4 0 0
580 8.863930803233596E-6 2838.410591662083 329246.247991098 124.06666666669999 124.06666666669999 97984941 0.06169019932829563 0.04370990829556146 162 0 4 0 4 0 0
585 8.963953665602138E-6 2838.41251666025 332084.66050775826 125.4666666667 125.4666666667 98829727 0.06154073272184018 0.04420311210236888 162 0 4 0 4 0 0
590 8.88774577046182E-6 2838.411050004889 334923.07155776315 124.4 124.4 99674513 0.06139061497823649 0.043827337833886225 162 0 4 0 4 0 0
595 8.763907940865055E-6 2838.408666674611 337761.4802244378 122.6666666667 122.6666666667 100519299 0.06123788889796902 0.04321670381961324 162 0 4 0 4 0 0
600 8.830589849101224E-6 2838.4099499957224 340599.89017443353 123.59999999989998 123.59999999989998 101364086 0.06109044835376007 0.04354550687792165 162 0 4 0 4 0 0
