Time_minutes Average_cpu_utilization Powerdraw_kJ cpu_demand cpu_usage cpu_idle_time
5 0.0 140.16 0.0 0.0 28800
10 0.07337357078623119 157.68 67621.08283659066 67621.08283659066 27260
15 0.07051428292494893 187.8259553756987 64985.96314363294 64985.96314363294 27508
20 0.06866123792860099 186.9755110443867 63278.19687499868 63278.19687499868 27667
25 0.05384256607956808 181.60500931150276 49621.30889892994 49621.30889892994 28948
30 0.04862402096960808 179.91418843018172 44811.89772559081 44811.89772559081 29399
35 0.02379854516479564 173.2430687121664 21932.739223875662 21932.739223875662 31544
40 0.02546010463751809 173.64680408105372 23464.03243393667 23464.03243393667 31400
45 0.02228207128128544 172.87454589555935 20535.15689283266 20535.15689283266 31675
50 0.015858074860804386 170.96985458264248 14614.80179171732 14614.80179171732 32230
55 0.01468221272645109 170.6206183438595 13531.127248697325 13531.127248697325 32331
60 0.01615031586156322 171.0566423574622 14884.131098016662 14884.131098016662 32205
65 0.012930141146254332 170.10025510841055 11916.418080387994 11916.418080387994 32483
70 0.02052180669323565 172.3549690721421 18912.897048485975 18912.897048485975 31827
75 0.03779585360580867 176.76486577388872 34832.65868311327 34832.65868311327 30334
80 0.03734987417670722 176.6444664290924 34421.64404125338 34421.64404125338 30373
85 0.03781704366270704 176.7706013684784 34852.187439550806 34852.187439550806 30333
90 0.03695576110438297 176.53805627333767 34058.42943379935 34058.42943379935 30407
95 0.03082563764400177 174.95063523891102 28408.90765271203 28408.90765271203 30936
100 0.021306990349482045 172.58818400864223 19636.522306082654 19636.522306082654 31760
105 0.035205074184858215 176.0653584392654 32444.996368765336 32444.996368765336 30558
110 0.037582586844569596 176.7072963082724 34636.11203595534 34636.11203595534 30353
115 0.04768984045365024 179.61149862628326 43950.956962084056 43950.956962084056 29479
120 0.04138676593385773 177.73443305907992 38142.04348464329 38142.04348464329 30024
125 0.0380543939546564 176.83468936689198 35070.92946861134 35070.92946861134 30313
130 0.0730777840148032 189.00266230273968 67348.48574804263 67348.48574804263 27286
135 0.1111111111111111 206.7599408090096 106522.00639038892 102400.0 24000
140 0.1111111111111111 206.59640000000002 114245.96746895074 102400.0 24032
145 0.1111111111111111 206.76 113451.79433886801 102400.0 24000
150 0.1111111111111111 206.76 111206.11857946064 102400.0 24000
155 0.11100990146074077 206.7136997760958 102306.7251862187 102306.7251862187 24008
160 0.10332906498516493 203.1998042596781 95228.066290328 95228.066290328 24671
165 0.1111111111111111 206.74808156289672 105148.58875255867 102400.0 24002
170 0.1111111111111111 206.76 112860.55022408742 102400.0 24000
175 0.1111111111111111 206.76 115575.08846059132 102400.0 24000
180 0.1111111111111111 206.76 115939.9350862827 102400.0 24000
185 0.1111111111111111 206.76 108502.3975691433 102400.0 24000
190 0.10848512178828565 205.55869268225086 99979.88824008405 99979.88824008405 24226
195 0.1111111111111111 206.75597821857244 105080.35141327672 102400.0 24001
200 0.1111111111111111 206.76 112254.8116362227 102400.0 24000
205 0.1111111111111111 206.76 109064.0586606148 102400.0 24000
210 0.1111111111111111 206.76 108948.57668038865 102400.0 24000
215 0.1111111111111111 206.76 105667.0716767781 102400.0 24000
220 0.10048078039315679 201.8969588708633 92603.0872103333 92603.0872103333 24915
225 0.10243460677574505 202.77449216634733 94403.73360452663 94403.73360452663 24750
230 0.1111111111111111 206.74671167331516 106795.81170918135 102400.0 24003
235 0.1111111111111111 206.76 110413.11885637934 102400.0 24000
240 0.1111111111111111 206.76 108831.58291977669 102400.0 24000
245 0.1111111111111111 206.76 103788.6715328527 102400.0 24000
250 0.1068251522098112 204.7993089389396 98450.06027656201 98450.06027656201 24369
255 0.1111111111111111 206.75343592536402 106052.33388690597 102400.0 24001
260 0.1111111111111111 206.76 111541.43166497399 102400.0 24000
265 0.1111111111111111 206.76 106659.61777855667 102400.0 24000
270 0.1111111111111111 206.76 104367.38078280872 102400.0 24000
275 0.1045191578594954 203.74438923167205 96324.85588331097 96324.85588331097 24568
280 0.10224453713415656 202.69372619445716 94228.56542283868 94228.56542283868 24765
285 0.1111111111111111 206.74642057595682 108481.23492094936 102400.0 24003
290 0.1111111111111111 206.76 114134.46061790331 102400.0 24000
295 0.1111111111111111 206.76 115191.00584812801 102400.0 24000
300 0.1111111111111111 206.76 114569.98464835732 102400.0 24000
305 0.1111111111111111 206.76 103890.502215662 102400.0 24000
310 0.10919167245133973 205.88191733305575 100631.0453311547 100631.0453311547 24165
315 0.1111111111111111 206.75706032210914 112421.96219916538 102400.0 24001
320 0.1111111111111111 206.76 110718.49313902999 102400.0 24000
325 0.1111111111111111 206.76 106581.27636332801 102400.0 24000
330 0.1111111111111111 206.76 105344.97793636208 102400.0 24000
335 0.10909519396135636 205.83778146585496 100542.13075478602 100542.13075478602 24173
340 0.1111111111111111 206.75691256240756 102415.2508546967 102400.0 24001
345 0.1111111111111111 206.76 114118.8993121674 102400.0 24000
350 0.1111111111111111 206.76 111282.21441438 102400.0 24000
355 0.1111111111111111 206.76 110287.65590474672 102400.0 24000
360 0.1111111111111111 206.76 109628.96001860203 102400.0 24000
365 0.11077242889671439 206.60506356556388 102087.87047121198 102087.87047121198 24029
370 0.10449014541025031 203.73059824893298 96298.11801008669 96298.11801008669 24570
375 0.1111111111111111 206.74985979240014 110914.24113656666 102400.0 24002
380 0.1111111111111111 206.76 111958.82635106129 102400.0 24000
385 0.1111111111111111 206.76 107549.81502212667 102400.0 24000
390 0.1111111111111111 206.76 104974.97527986129 102400.0 24000
395 0.10385114805200023 203.42886170485056 95709.21804472341 95709.21804472341 24627
400 0.10475840944149237 203.7125691289846 96545.35014127937 96545.35014127937 24577
405 0.09930993694599174 201.37844914921186 91524.03788942599 91524.03788942599 25017
410 0.0946484524990659 199.36156326734087 87228.01382313912 87228.01382313912 25420
415 0.1111111111111111 206.71056283696927 104632.11677290605 102400.0 24009
420 0.1111111111111111 206.76 110487.35344102922 102400.0 24000
425 0.1111111111111111 206.76 107170.7663414413 102400.0 24000
430 0.1111111111111111 206.76 108019.22152492464 102400.0 24000
435 0.10584745730883968 204.36009773878288 97549.01665582665 97549.01665582665 24452
